,text_cleaned,label
304,kalau pro dan bela rakyat menengah kebawah si bjorka ini ada sisi positifnya juga biar tau betapa bobrok para oknum² pemerintahan negara ngibulin rakyatnya toh mereka operatornya manusia bisa buat bekal amal ibadahnya di akhirat kelak please hacker yg baikbaik saja yaaa jangan sampai jualjualin data tak bersalah,negatif
305,alat canggih buatan israel indo sudah punya,netral
306,jangankan kerja di cyber tuh polisi buat jalan ajah malas apalagi suruh utak atik it indonesia itu sudah sebagian besar busuk,negatif
307,waduh cyber jawara di bukak buset banggg udah bang,netral
308,trik simpel chat rahasia pakai fitur dalam game yang mendukung pm,netral
309,potong satu generasipola pikir jadul,netral
310,746 ada suara misteriushaaaaaaaaaaaaaaa,netral
311,masih percayaaz,netral
312,bjorka lagi nyender makan telor gulung ama es teh jumbo di teras sambil liat berita silop indo,netral
313,pertanyaan deddy investigasi diam2hahah kalo lu jd bjorka,netral
314,segoblok itukah mereka,netral
315,saat ini lagi dlm pertarungan sipat baik dg jahat di indonesia mayoritas muslim terbesar dunia melihat kwalitas iman penakut akan slalu terombang ambing,netral
316,dlu jaman gua skolah 2013an tiap pgi bingung pulis bnyk cok di jln raya naik motor rawan ajg skrng pada gda coy mls amat gausa jauh2 permainna cyber wmmwmw,netral
317,bingung cari tempat top up terpercaya 𝗛𝗢𝗞𝗜𝗕𝗢𝗦𝟴𝟵𝟴 solusinya,netral
318,fufu fafa aja kaga berani nangkep,negatif
319,bjorka itu bukan 1 atau pemain utamaseperti hal nya annonimousjadi sampai kapanpun mereka akan tetap adadan percaya gak para cyber ini juga sebenernya menjaga indonesia melalui dunia cyberklo dah jebol parah data2 org2 baik di pemerintahan sipil,netral
320,judul podcstnya kurang harusnya saya tau bjorka dan fufufifi d,netral
321,bayangin jadi bjorka sampai geli n malu sendiri liat isilop kenapa si mereka swodoh ini kasih lah perlawanan yang minimal seimbang,netral
322,chattan pake apk dana worth it om wkwk,netral
323,ayo dong bjorka bongkar koruptor² indo kita rela kok pajak buat bayar lu ikhlas malah gw apa lagi sama bukti² nya josss,netral
324,bang ada ga aplikasi bca mod unlimited money dah gpp shrae ke aku,netral
325,dulu pernah mendalamin hacking tapi karena gapunya laptop ga mendalami lagi selalu ke warnet terus,netral
326,masih ada ya yang nonton nih channel gila kena aje lupada tipu muslihat si mentalist,netral
327,itu pemerintah ada aplikasi sentuhtanahku kalau sampai bocor dampaknya gimana,netral
328,orang seperti ini harus di lindungi pemerintah sih,netral
329,bjorka,netral
330,makin kga ada harga dirinya polisi,negatif
331,dulu ada lite big,netral
332,pahamkan kenapa banyak judol diindo,netral
333,prasaan ini sudah tayang lama,netral
334,nnti eug suruh bjorka serang yt nya bang dedy hahaha,netral
335,pengen tau isi ipadnya apa aja ya aplikasinya,negatif
336,polisi biar terkesan kerja dan berhasil supaya tidak di reformasi,negatif
337,anjir shodan mainan jaman masih jadi bocil warnet paket malem pak,netral
338,saya mau menyalahkan polisi tapi ya kita juga salah awal masuk kepolisian aja sudah main curang,negatif
339,wait kerja untuk pemerintah indonesia nadiem makarim enak punya gojek berbakti buat negara ditangkep tom lembong udah kaya raya bertahun tahun,negatif
340,look at yout chin ded,netral
341,bjorka itu bukan org indonesia teks bahasa bisa gunakan ai,netral
342,kucing besar tuh opposite dll hmei7 julukan itu pasti pada tau,netral
343,ketawain ethikhal nya mewakili banget bajir,netral
344,bjorka coba donk yg korupsi diungkap,netral
345,mungkinkah hacker seperti bjorka di lacak dan tangkap,negatif
346,utk kesekian kalinya jgnkan byroka kenalpot brong aj gak bisa beresin,netral
347,polisi bisa nangkep bjorka mana mungkin jauh sdm nya diketawain mah iya sama si asli,negatif
348,polisi mana bisa suruh kerja kebiasaan malak,negatif
349,ah sudahlah berharap sama polsi indonesia ada musim salju bisa cuma bikin susah rakyat apa2 duit mereka kita gaji buat jadi pembantu bukan malah nyusahin,negatif
350,konoha polisi di kadalin,negatif
351,wa mod adalah jalan ninjaku dr 2019an mpe 2023an 5453 bisa liat siapapun yg lg online chat ataupun status sudah di delete baca tanpa ketahuan download org dll,netral
352,oh,netral
353,paling bagus kerja cepat langsung ke tkp cuma kepala polisi labrador ges,negatif
354,kata2 yg bilang anak autisme beda cara melihat sesuatu benar bgt mereka bisa sedetqil itu segigih,netral
355,intinya jangan berteman dengan policebisa jadi akan tuker kepala,netral
356,g paham lagi sama lawakan polisi dari bulan ke,negatif
357,nangkep fufufafa aja ga bisa sok klaim bjorka emang kocak polisi konoha,negatif
358,1001 disini apa ada yang se apes om saya saldo di bank bri tiba² ngeambil,netral
359,bjorka ngakak disini bntr juga tampil lgi tu,netral
360,nah lohh klo tiba2 bjorka nongol lebih agresif yahhh diketawain dah polisi yg nangkep lu salah tangkep kaleee korban lagi,negatif
361,banyak yg dipelihara di beberapa negara termasuk uae,netral
362,udah di bilang potong kepala nya klo mw reformasi polri,negatif
363,emang suka aja bikin malu instansi nya,negatif
364,apa yg bisa diharapkan dari ahh sudahlah wkwk,netral
365,cung pengguna whatsapp mod,netral
366,apa yg perlu di harapkan pada pemerintah,netral
367,malah nangkep bjirkon,negatif
368,di indonesia apa pun tdk hargai dn lindungi cuma koruptor yang dan bina,negatif
369,maluu gk tuhh polisi yg nangkep,negatif
370,dari awal berita ini muncul saya tidak percaya kalau bjorka tertangkap,netral
371,daging semua isi nya mantep,negatif
372,podcast ini dedy dengan atau siapakok fokus kamera lebih ke,netral
373,heran sama indonesia fokus banget ngurusin beginian terus kek keliatan aja bodohnya negara lain ke perekonomian dan polisi cyber yg hal begini karena orang seperti bjorka itu sebenarnya termasuk aset menyalah gunakan jika dia benar di indo tertangkap dengan cara menangkap maling nangkap mangsa yamakin terorganisir mainnya bakal ada kubu sudah bergerak tim ini susah buat siapa dalangnya apa lagi viral memungkinkan jadi ketangkap satu timnya backup akses akun darkwebnya itupun asli tapi yakin kemampuan sanggup gini bisa salah tangkap kan banyak juga kasus pertanyaannya lagian kenapa geger banger cracker jual beli data biasa luar negeri permainan mafia malu datanya ketahuan serta isi kebodohannya korupsi disini takut begitu yang dijual biasanya harga nya ga murah itulah kubilang hanya berstatus sosial ataupun keungan tinggi membeli menggunakannya bekerja memerlukan kalaupun mau cepat mengungkap harusnya bermain berkemampuan lebih asing berani membayar sesuai buronnya layak dihargai berapa mata kalau percaya it pemerintahan mah kaya dlu berbicara bahwa tidak applikasi akan membuat aplikasi setara kami mampu tpi nyatanya berhasil dibuat bug bermasalah server akhirnya mati tau namanya ya pinter lah sebuah diretas online bahkan secanggih apapun cukup nanganin gak usah terlalu ribut herannya sendiri nenggelamib berita lama malah nunjukin kekonyolannya makanya semua sekarang wna,negatif
374,2 bulan yang lalu anak riau berhasil jebol nasa,netral
375,2 bulan yang lalu anak riau berhasil jebol nasa,netral
376,bjorka tolong foto lu mending di ganti bahlil biar makin susah telusuri,netral
377,keponakan yg smp aja ketawa lihat berita bjorka original ditangkap parcok 99persen yang sesuai dengan pesanan majikannya berani bayar tinggi jujur selalu tersingkir oleh atasannya krn ga bisa menghasilkan setoran dipelihara merekayasa dan ahli cari tertinggi diantara lainnya aman nyaman akan disingkirkan per wilayah,negatif
378,keamanan dan kenyamanan selalu bertolak belakang there is no safe system in the world,netral
379,menangkap byorka harus yg benar bukan ngelawak begini katanya ditangkap ternyata masih bisa typing,negatif
380,tangkap aja koruptor ngapain hacker,negatif
381,emng uda sakit polisi kita akang penjual musang d bipng byorka,negatif
382,gw malah dukung bjorka,netral
383,haha makin kelihatan enggak guna nya ini instansi,netral
384,bjorka termasuk kaya ceritanya film hacker benjamin,netral
385,polisi mah yang begini harusnya bisa kasus di aja bs didesain sedemikian rupa dalangnya juga aparat nya,negatif
386,bjorka di depan layar komputer sambil ngopi dan nyengir,netral
387,,netral
388,om terlalu singkat ngobrolnya orang awam juga tau gimana kwalitas polisi indonesia,negatif
389,pengalihan isu atau kena prank,negatif
390,polisi ko dipercaya sumpah demi tuhan gw warga indonesia asli engga pernah percaya sama,negatif
391,no sytem is safe,netral
392,kemaren saya coment di channel siapa ya kok lupa itu pasti bjorka palsu yang tangkap karena asli sangat jenius,netral
393,semua tau kalau mereka bloon sampai pucuk pimpinannya tapi bisa cari duit,negatif
394,nangkep begalbandar judol aja sulit apalagi hacker,negatif
395,gua yakin bjorka nonton podcast ini sambil ngopi ketawa polisi konoha gini amat yak,netral
396,mana ada bjorka ditangkap wkkwkwk dr dulu kubu geng sono aja kaga tangkap,negatif
397,pokok nya bermula dari warnet wkwkwkkw,netral
398,polisi tugas nya nangkep salah benar yg penting udh kerja karna ada isu perlu di alihkan perampasan aset itu semoga gua komen begini gak tukang bakso kerumah,negatif
399,anak muda berbakat di endonesa itu sebenarnya banyak kalau negara ini netral jabatanpekerjaan tanpa titipan semua bidang sektor pemerintahan diisi orang yang melek dibidangnya bukan karena apalagi partai awokawokawok,netral
400,rasa intrograsi,netral
401,yaaaaaaaahhhh gak jadi naik pangkat nihhh tertipu atau nipu sih,netral
402,bijorkqbitu dulunya kerja di bumn yang dapet project iktp,netral
403,obok polri wkwkwk lucu,netral
404,kesering becking mafia sih jadi tugas sebenrnya dimalesmalesin,netral
405,prabowo kdm kita perlu orang spt mereka hrs di fasilitasi bisa atau tidak harus dan siap,negatif
406,lucu sih klo bener² salah tangkep parah,netral
407,wkwkwk segampang itu bjorka muncul d publik,netral
408,2025 masih percaya polisi,negatif
409,bisa nya isilop kita salah tangkap malah yang ditangkap bjorka kw ujungnya data disebar sama asli,negatif
410,pegi ja sampai skrang gk d tangkap,negatif
411,menunjukkan kebodhan polisi itu sendiri,negatif
412,,netral
413,masa nangkap yg kaya begitu namanya ahli pasti kalau jjl prevetjet bro,netral
414,sampai menit ke 2 kamera nya nyorot om deddy terus,netral
415,jujur saya tertarik dengan hacking setelah nonton video ini kemarin coba hack pencet link gajelas malah akhirnya acount kena gimana iniii,netral
416,5523 funfact ratarata pembuat apk mod adalah anakanak indonesia yang bkin apknya seperti whatsapp tiktok bahkan youtube pun ada,netral
417,makanya orang pinter itu dipake dimanfaatin ini malah ga orang2 yang dangkal ya sudah dikerjain,netral
418,dibantu malah dipenjara,netral
419,,netral
420,nyari sepeda hilang aja gak becus mau nangkep bjorka kan lawak,negatif
421,bjorkabongkar semua kebusukan polri termul ke publikbiar rakyat tau,negatif
422,dari cara ngomong ya dia so tau banget beda kaya aji yang ngaku hacker,netral
423,yang pernah pake wa mod kumpul sini,netral
424,kemaren gua liat bejorka lagi nyangkul sawah,netral
425,listyo yen nonton iso sadar ra ea,netral
426,info nya bangyang nggak a1mungkin,netral
427,banyak rakyat yg pinter jadi pemerintah dan intansi tertentu harus introspeksi,netral
428,anak yang punya kemampuan ini harus di ciptain lingkungan piara misal tes kerja diutamakan keterima,netral
429,nangkap maling motor aja gk pernah kenak,negatif
430,plot twist ternyata bjorka adalah fufufafa,netral
431,kalo yang baru2 ini di anggap bjorka lalu bagaimana dengan penangkapan dilakukan kepada tukas es keliling apakah ada banyak,netral
432,semoga data pu4n bocor,netral
433,yah memang sdmnya segitu mereka umumnya sltpsederajat jadi harap maklum,netral
434,bjorka,netral
435,no system is safe,netral
436,parcok tu emang kerjanya kalau gk ngibul ya meres,negatif
437,dan ternyata bjorka yg ngmg dipodcast ini,netral
438,memang seperti itu public sector goverment tidak adil swasta ketat tapi diatas banyak faktanya,netral
439,logika aja institusi plokis indonesia itu emmg lucu akal sehatnya entah kemana kenapa gitu loh maling motor dsb yg jelas keliatan dicctv gak bisa ketangkep apalagi ini hacker sekali tidak kelihatan dan bisanya ngaku udh berhasil menangkap,negatif
440,wkwkwkw ketawa aja dah,negatif
441,k,netral
442,bang teguh,netral
443,polisi kalau dapat info dari rakyat gak mungkin tau apa karena malascenderung mencarinuntung atau jika ada uang di kerjakan,negatif
444,ahh se indonesia juga paham seperti apa kerja polisi kita dan kami sebagai masyarakat cuma bisa mengelus dada diujungnya akan tertawa terbahak bahak dengan semua dagelan ini,negatif
445,om ded lu gak mau koment tp ketawa udah yg sadis,netral
446,2 kata yg paling gokil di podcast kali ini polisi lucu 0614 ga ada prestasi 1752,negatif
447,klo saya jadi bjorka akan kuras uang para koruptor trus tranfer ke smw panti asuhan yg ada di indonesia,netral
448,bjorka lagi nonton ngakak sambil ngopi jago 8rb,netral
449,bs ga ngundang jim geovedi,netral
450,setelah melihat ini polri apa ga malu yakkv,negatif
451,hahhaahaa polisi kocak blagu nngkap bjorka nangkap maling aja kadang dapet kagak,negatif
452,,netral
453,polisi bjorka aja gua tangkep apalagi koruptor urus dulu noh data2 lu yg sebar tar nangis,negatif
454,ngeri sedapyang paling akhir yg bikin ketawa elu sekarang kerja dimana ada lah,netral
455,yogya bukannya pekalongan atau ga samarinda,netral
456,wow sangat licin bjorka,netral
457,nangkep maling aja susah,negatif
458,malu gak sih polisi kita msh pake third party trs kualitas cyber apa donk mereka ngapain aja di gedung bgs makan cateringan enak bisa sekolahin anak ln inggris lg mantap pantaslah ya judol ttp berkeliaran yeogah nangkep soale cuan gede tp otaknya ada masa bjorka salah malulah ck makin jeblok kinerjanya,negatif
459,polisi cuma bisa setoran dan cari duit goblok,negatif
460,012 hahahahahaha,netral
461,kek kenal suara ini,netral
462,udah tau negara kek gini knp ga di rombak saja ni,negatif
463,titik rendah dari akal sehat manusia adalah percaya pada polisi dan pejabat negara,negatif
464,bj_perempuan,netral
465,sejakzamanasokarnopemerintahyagitudoangkorupsimulu,netral
466,gua juga pernah retas web kepolisian daerah waktu masih smk udh bikin laporan ke kepolisiannya langsung lewat webnya ngga di gubris sampe sekarang lulus kuliah wkwk padahal disitu cantumin screenshoot bagian yang kena dari data ktp pegawainya warganya ada lengkap bisa disalahgunakan tapi yasudahlah penting udah berusaha terbaik 3001,netral
467,buahahahhaa bijimane cyber wercok mau bagus kbnyakan server instansi flat merah itu second dn asal jadi,netral
468,kalo polisi indo kerja sama dengan interpol atau fbimungkin masih ada yg percaya tapi sendiri nangkep,negatif
469,polisi yang benar2 hadir untuk kepentingan masyarakat hanya ada dua hoegeng dan tidur selebihnya narsis doang itu mah,negatif
470,polisi kerja ngga sih sbenernya,negatif
471,ladusing maen asal selebrasi ajamalukan,negatif
472,jadi inget pegi alias perong yg salah tangkap dan org ga ada sangkut pautnya smpai di tahan 1 bulan polisi bikin 3 sketsa buron kasus vina cirebon pakai gambar art akhirnya buronnya dikurangin bilang lebih lucu dari ovj jelas2 murni kecelakaan fitnah oleh sih aep sampe dipenjara padahal melalukan pembunuhan apa2 rekonstruksi pun mereka bingung krna melakukan tapi dipaksa bukan terpidana malah asal comot aja smpe mreka kebuang wktu banyak tanpa keluarga masa depan luar,negatif
473,dan aku sangat setuju yakin kalau bjorka itu orang indonesia di tahun lalu kasus nya nyebar ransomware pemerintah harus bayar tiba2 dia bagi kunci enkripsi jarang nemu hacker yang masih nyimpan rasa kasihan kepada korban,netral
474,udah feeling banget pasti orang ini afal sama suaramya di menit pertama pun meskipun tutup²in,netral
475,plot twist nya ternyata om ded sedang podcast dengan biorka,netral
476,malu gak tu,negatif
477,bjorka tolong balas kepalsuan ini bongkar semua bobrok polisi indonesia,negatif
478,polisi itu agen nyawa dan perkara penjahat jd mereka membebaskan diri dari jalan uang udah tau pen tinggi bjorka ada kemungkinan anak nya pemainnya atau cina hitam yang di indonesia solusi ini reformasi polri merata kalian akan sendiri data kominfo yg jual lain juga hingga judol dll sekarang rpl rekayasa perangkat lunak,negatif
479,bikit stater pack untuk esp 32 nya donggg,negatif
480,2 kata lucu bjorka ketangkep,netral
481,ujungnya ganti polri kalo gak bejus tangani kasus ini di kadalin 1332,netral
482,mereka si coklat kan mayoritas gen boomer mana tau teknologi apalagi terkait cyber,negatif
483,haahaahaa nangkap kasus vina aja salah orang apa lagi dengan iq200 sengguh memalukan,negatif
484,dipikir² pejabat² kita bodoh²,netral
485,kalau di jogja taon 2000an ma gempar para carder om itu jebolin kartu kredit cvv dan lengkap data2 yg punya trus bagiin mirc chat dulu heheh jd kita bisa belanja online hacker n 62 terkenal,netral
486,waduh kenapa lu bang,netral
487,salah tangkap adalah semboyan kita,negatif
488,polisi masuknya pake org dalam g latihan top ya gitu deh bobrok kayak beli barang berbobot aja,negatif
489,terus yg di tangkep harusnya lepas dong,netral
490,klo uda tau byorka knp gak bilang polisi,negatif
491,tangkap oknum2yang merugikan negara,negatif
492,yaaaapemerintah mah kebanyakan gak nyari anakanak cerdas nyarinya yang bisa diatur,negatif
493,long no se awal 2000 an hack in rekening luar buat buy item game just have fun 4,netral
494,serius mas deddy gk tau ada whatsapp mod,netral
495,kemaren dengan bangga polisi sebut tangkap byorka eh ternyata anak punk,negatif
496,saya melihat podcast ini justru bukan seperti pada umumnya lebih ke introgasi gasih ada beberapa part si deddy memberikan pertanyaan2 yg sangat menjebak dengan tujuan menggali dan seolah2 memaksa mas teguh untuk bicara siapa itu bjorka sebenernya,netral
497,plot twist nya komunitas hacker indo lagi ngerjain pemerintah buat senangsenang aja wkwkwkw,negatif
498,bjorka tolong klo emng slh tnfkp malukan lah,netral
499,blunder pihak ke polisian kwkkwkwkw,netral
500,kata temen gwbjorka itu hengker termux,netral
501,pok ici so soan lu ahh rakyat sudah muak,netral
502,pemilik dan bandar judol aja dulu tangkep sok2 an nangkep bjorka,negatif
503,bjorkabojorkah yg bocor bukan hackernya tp pemerintah di bocorkan,netral
504,kalo sya si 1000000000000000 gak percya itu bjorka mna bisa nangkap yg canggih dan keren gtu nangkep maling mtor aja pengalaman pernah nganterin temen ke polsek terdekat laporan krena hilang hilangnya di hari juga apa coba jawabannya simak ni jawaban dri oknum polisi tsb mkanya klo punya motor kunci ganda udh ya sudah surat kehilangan biaya admin 50ribu tuh jwabnnya smpe skrang 3 tahun lebih sama sekali ga ada kontek bahwa mtornya ktemu blm dia buat whai manusia sikat terus pkoknya soal mengenai pemerintah bner korup anda harus mudahhan baca coment jgn hack orang menengah bawah dll jdi lah hacker pahlawan anjay,negatif
505,ah sok toy tuh narsum nya gw email minta tolong boro2 di bls,netral
506,di menit 4337 kekk ny om dedd perlu minum dulu gk sihhmacam fokuss,netral
507,mungkin kalo ini taun 87 orang bisa percaya,negatif
508,ternyata indonesia sedang tidak baikbaik sajasampai byorka mau di tangkap apa urusannya ada inihow koru kah,negatif
509,ladusing sok jago,negatif
510,saya aja org awam jelas nggak percaya kalau biorka ditangkap apalagi anak sd ketawa parah toll nya,negatif
511,ngeri ngeriii hiburan ank hecker nertawaain kerja polisi,negatif
512,pengalihan isu,negatif
513,suka mnit ke 17 46 57,netral
514,kalo urusan polisi pasti dedy demen banget gorengnya giliran buriknya tni aja gak dibahas,negatif
515,biar gimanapun pln berkuasa kalo ga ada listrik apa yang dihek selamat untuk anda diatas,netral
516,abis nonton ini langsung bisa nyimpulin sendiri bahwa negara indonesia instansi bobroknya bukan main hahaha gws ku,netral
517,nangkep copet psar aja kagak bisa apa lagi nangkap bjorka ngapusiiiii,negatif
518,kalau salah tangkap di penjarakan apa polisi yang menangkapnya juga wajib ya sepertinya pencemaran nama baik bagi,negatif
519,buat sendiri selesaiin dapet prestasi,netral
520,kenapa it di indonesia tidak perhatikan pemerintah 1 fokus masih ke infrastruktur fisik 2 kurangnya sdm dan ekosistem teknologi 3 anggaran kebijakan yang terintegrasi 4 pemahaman pejabat tentang nilai strategis 5 budaya birokrasi lambat beradaptasi 6 kesenjangan digital antarwilayah,netral
521,cuman karena pengen dapet jabatan sampe segitunya menangkap orang yang tidak bersalah,netral
522,1749 pedes banget bang,netral
523,tau kan knpa negri kita sulit buat jd negara maju wkwkwkw,netral
524,instansi tlol emang,negatif
525,kerjaan yg udah di depan mata aja males kerjain harus sogok dulu apalagi ini nyariin hacker yakalii,negatif
526,lucu sekali masa duit hasil jual data penduduk ke deepweb scarfdan lainya ga kebeli skincareminimal outfit bagus sama hidden places buat anti detach kaya bunker,netral
527,polisi itu emg gk pecus kerjaselain minta2 duit di pinggir jalan,negatif
528,narsum nya just have a knowledge mengenai ilmu cybersec ajnothing more,netral
529,anak cucu sy haramkan jadi polisi mau jadikan profesimau bergaulmau bertetangga dst,negatif
530,udah nga aneh,negatif
531,maklum lulusan sma mana bisa nangkep,negatif
532,abang ini masak gak ngerti bjorka itu siapa,netral
533,polisi goblok kasus vina cirebon aja salah tangkap apa lgi ini hacker,negatif
534,anggap aja ini hiburan kelas bang,netral
535,oh ini bng teguh aprianto cyber indonesia,netral
536,polisi rada bego om ded,netral
537,gara2 dia bikin akun dengan nama bjorka maka polisi menuduh asli gua ketawa mendengar keterangan ini,netral
538,ending dia sndiri rupa nya bjorka,netral
539,syarat jadi polisi itu kan ga perlu pinter,negatif
540,indonesia uda punya itu alat buatan israel camkan guys wkwkwkwkwkwkwkwkwkwkwkkw,netral
541,udh ada yg lebih upgrade dari pegasus blom,netral
542,lucu nya lagi ada media besar ternama indonesia caption admin brjoka di tangkap polisi akun yang gunakan beberapa nama opposite6890 sebut langsung opposite bikin postingan dan men tag tersebut lalu muncul terbaru ramai x bahwa bjorka masih yg gua ketawa komentar netizen macem2 komen biar terlihat kerja hebat bagi saya jika berhasil para mafia reza chalid baru joss,netral
543,nah itu bjorka yg podcast sama om dedpercaya ngga haha,netral
544,dari jakarta channel yang sangat berguna ditunggu tunggu uploadnya,netral
545,wa modgbwa,netral
546,mau naik pangket ni ye polisi,negatif
547,intinya kalo ada penangkapan dari ytta tpi salah orang itu hanyalah menghilangkan isu² yg skrng udh lama ga di up² lgi,netral
548,polisi lebih lucu dari komika ternyata hahaha,negatif
549,itu biasa dilakukan sbg prestasi untuk naik pangkat,netral
550,bntu suarakan rakyat kecil om yg selalu tertindas,netral
551,seperti yg dibilang mz teguh hya drama krna mereka ngk pya prestasi sama sex,netral
552,suaranya kenal,netral
553,judol woi urus,negatif
554,bang lu mirip tank davis,netral
555,bjorka lagi bkin strategi,netral
556,cara baca bjorka gimana sih yorka,netral
557,siapa disini yang dulu demen nge deface website,netral
558,sodaranya bjirka kah wkkw,netral
559,dia tau tapi diam,netral
560,3730 langsung inti podcast,netral
561,mabes polri yang mana tingkat keamanan untuk negara bisa di mainin sama satu orang sekocak ini kah polisi kita anggaran gede jumlah anggota banyak tapi tiap kasus kek kagak pada paham cara nangkeup yg bener nya,negatif
562,tujuan polisi up bjorka adalah menarik isu baru untuk menutupi kasus lainseperti reformasi polrimaka polri menaikkan lain,negatif
563,jgnkan nangkep bjorka maling aje masih salah tangkep gimana krelibilitas gak di bilang bego tuh mereka,negatif
564,om serlang sd aja dah pljran koding kox,negatif
565,mending bubar lu pol,negatif
566,masih percaya polisi di 2025 kasian banget wkwk case ini semakin menjelaskan tuh duh makin kesini memalukan,negatif
567,aku ingin komentar emang segoblok itu polisi kita secara lho institusi paling banyak ngabisin anggaran negara kerennn,negatif
568,1745 penilaian jujur,netral
569,bjorka bio hazard erika menace to sobriety eric caution syndicate wars legend of zelda blabla blibli blublu di bleble bloblo,netral
570,kalau d indonesia mah hacker tuh tangkepin tpi di negara lain lindungikarena jarang org yg bisa nge hackermalahan pasti fasilitasi ama pemerintahan nyakalau indo beda malah tangkepinmakan nya banyak menyalah gunakan kemampuan nyakarena ketidak puasan terhadap pemerintah,negatif
571,,netral
572,pengalihan isu jokowi prabowo gibran atau menutupi kasus lain kan tai indonesia yak sekarang,negatif
573,aow p polisi tertipu,negatif
574,hadeuh polisi 62 krj nya apaanky bgini aja kewalahan,negatif
575,tukang sadap hp lwat wa nyolongan buat dijual komuniti engineer vendor proyek tujuan momopoli bejorka klo versi tradisional hacker jin dukun da di semua agamis nyolong mempertahankan status orkay menangan bejorkun,netral
576,1750 sindiran keras wkwkw,netral
577,10 tahun revolusi mental pemerintah hasilnya apa orang kalo udh biasa jorok yaa di tempatin mana aja tetep bakalan jorokjustru akan aneh buat mereka hidup tempat yg bersih emang paling bener bubarin baru lagi dr 0sapu sebagus apapun gakan berguna sama org bodohbukan nyapu malah mukul,negatif
578,ini baik untuk bjorka kerna bisa bikin nama baruwkwkwk,netral
579,polri hebatttt luar biasa klarifikasi lagi nicepe deh,netral
580,dari bicara abang ini sangat hati2 dalam berbicara takut salah jawab dan terlalu banyak ilmunya tentang hack sepertinya,netral
581,biar tambah turun intansinya ya wkwk,netral
582,menit ke 46 fufufifa detected,netral
583,bjirrrkaa yg di tangkep kerjaan nya emg ngawurr asal ajhh demi pngin sanjung blng krja,negatif
584,pengalihan isu biar pertama terlupakan,negatif
585,kualitas polriintelizen konoha _hanya mampu melakukan jumantik memberantas jentik nyamuk selebihnya cari cuan laah_ apasih bukti keberhasilan polri preeettt,negatif
586,justru buat polisi mikircyber mereka lemah,negatif
587,hai,netral
588,polisi pikir rakyat bodoh hahahhah memalukan sekali,negatif
589,gegabah sih,netral
590,gw yakin bjorka nonton vid ini sambil makan indomie,netral
591,mungkin aja ya ini yg ditangkep ngaku bjorka tuh paling dia buat pancingan biar si asli munculini menurut gua siimon maap sekali lagi nbbtw akun istri yatpi ngetik,netral
592,jangan biorka nonton podcast ini,netral
593,no toxic,netral
594,udh tau lemah pemerintah malah sok2an mau bikin sertifikat tanah elektronik gawat,netral
595,gila sih 𝕋𝕂ℙ𝟛𝟘𝟛 udah kayak fenomena baru,netral
596,𝕋𝕂ℙ𝟛𝟘𝟛 makin hari rame aja respect,negatif
597,,netral
598,kacau kalau polici dikadali bojorcawkwkw,netral
599,anak punk,netral
600,nih 𝕋𝕂ℙ𝟛𝟘𝟛 benerbener bikin penasaran,netral
601,tiap liat komen ada aja yang bahas 𝕋𝕂ℙ𝟛𝟘𝟛 parah,netral
602,yang tau 𝕋𝕂ℙ𝟛𝟘𝟛 pasti ngerti hypenya kenapa tinggi,netral
603,ah mana mungkin polisi nangkep bjorka wong bandar judol di rugikan aja malah yg onoh jdi tersangka gara2 merugikan itupun udah jelas org nya tpi dapat pembelaan katanya mau berantas omon,negatif
604,cuma mau bilang 𝕋𝕂ℙ𝟛𝟘𝟛 emang beda kelas,negatif
605,baru tau 𝕋𝕂ℙ𝟛𝟘𝟛 segini rame ternyata worth it,netral
606,kurang kerjaan nangkap bjorka mau semakin di musuhi rakyat lebih pro dengan dan damkar ketimbang plisi,negatif
607,hahahaha gada prestasi,netral
608,orang kalimantan yang disebut itu satu daerah sama ane dan sebab mereka punya kemampuan tidak pernah difasilitasi negara,netral
609,nangkep bandar judol aja gk mampu gaya2an bisa bjorka,negatif
610,wakakakaka dari dulu jawara hacker jogja tahun 95sampai sekarang,netral
611,polisi itu emang gak tau malu ya di lapangan gk dunia hacker jadi lelucon,negatif
612,bjorka kenapa kamu nggak buka data polri yg berteman dg mafia²,netral
613,lawakk polisi,negatif
614,nangkep maling aja ga bener sok sokan nangkap hacker jir wkwkwk,negatif
615,poleseh cocok jadi pelawak yang serius kwkkwkwkwkw,netral
616,izin om gw jg ahli it yg sdh beberapa x memantau pergerakan bjorka ini termasuk ganas sih percaya di tangkap bukan dia kayak hantu sumbunyi nya balik bayangan sendiri bahasa awamnya seperti itu,netral
617,dari dulu salah tangkep mulu ini instansi mending main robot2an gk sih,netral
618,bjorka bjirrrka,netral
619,penyidiknya belum nyampe,negatif
620,wkwkwk deddy nyindir fufufafa gak perlu hacker utk menyatakan dia bodoh,netral
621,biar keliatan kerja ada hasil jadi laporan spj dana operasional aman gtu loh,netral
622,pake ht biar ga di retas,negatif
623,orang bodoh itu ketika mempercayai sesat indo pinter jadi tidak percaya tau kan yang siapa,negatif
624,kocak temen gw itu bjorka ngakak denegrnya ini cowo di luarnegrii coy,netral
625,jawabanya loh anak punk ngakak polisinya kena prank wkwkw,netral
626,polisi salah nagkap orang yang di salahin jokowi,negatif
627,nangkep bandar judol aja susah masih bnyk keliaran di kolom komen,negatif
628,jangankan hackeryang jelas2 bandar judol lapor kerugian aja gak di tangkephehhee,negatif
