,text_cleaned,label
820,judul podcstnya kurang harusnya saya tau bjorka dan fufufifi d,
821,bayangin jadi bjorka sampai geli n malu sendiri liat isilop kenapa si mereka swodoh ini kasih lah perlawanan yang minimal seimbang,
822,chattan pake apk dana worth it om wkwk,
823,ayo dong bjorka bongkar koruptor² indo kita rela kok pajak buat bayar lu ikhlas malah gw apa lagi sama bukti² nya josss,
824,bang ada ga aplikasi bca mod unlimited money dah gpp shrae ke aku,
825,dulu pernah mendalamin hacking tapi karena gapunya laptop ga mendalami lagi selalu ke warnet terus,
826,masih ada ya yang nonton nih channel gila kena aje lupada tipu muslihat si mentalist,
827,itu pemerintah ada aplikasi sentuhtanahku kalau sampai bocor dampaknya gimana,
828,orang seperti ini harus di lindungi pemerintah sih,
829,bjorka,
830,makin kga ada harga dirinya polisi,
831,dulu ada lite big,
832,pahamkan kenapa banyak judol diindo,
833,prasaan ini sudah tayang lama,
834,nnti eug suruh bjorka serang yt nya bang dedy hahaha,
835,pengen tau isi ipadnya apa aja ya aplikasinya,
836,polisi biar terkesan kerja dan berhasil supaya tidak di reformasi,
837,anjir shodan mainan jaman masih jadi bocil warnet paket malem pak,
838,saya mau menyalahkan polisi tapi ya kita juga salah awal masuk kepolisian aja sudah main curang,
839,wait kerja untuk pemerintah indonesia nadiem makarim enak punya gojek berbakti buat negara ditangkep tom lembong udah kaya raya bertahun tahun,
840,look at yout chin ded,
841,bjorka itu bukan org indonesia teks bahasa bisa gunakan ai,
842,kucing besar tuh opposite dll hmei7 julukan itu pasti pada tau,
843,ketawain ethikhal nya mewakili banget bajir,
844,bjorka coba donk yg korupsi diungkap,
845,mungkinkah hacker seperti bjorka di lacak dan tangkap,
846,utk kesekian kalinya jgnkan byroka kenalpot brong aj gak bisa beresin,
847,polisi bisa nangkep bjorka mana mungkin jauh sdm nya diketawain mah iya sama si asli,
848,polisi mana bisa suruh kerja kebiasaan malak,
849,ah sudahlah berharap sama polsi indonesia ada musim salju bisa cuma bikin susah rakyat apa2 duit mereka kita gaji buat jadi pembantu bukan malah nyusahin,
850,konoha polisi di kadalin,
851,wa mod adalah jalan ninjaku dr 2019an mpe 2023an 5453 bisa liat siapapun yg lg online chat ataupun status sudah di delete baca tanpa ketahuan download org dll,
852,oh,
853,paling bagus kerja cepat langsung ke tkp cuma kepala polisi labrador ges,
854,kata2 yg bilang anak autisme beda cara melihat sesuatu benar bgt mereka bisa sedetqil itu segigih,
855,intinya jangan berteman dengan policebisa jadi akan tuker kepala,
856,g paham lagi sama lawakan polisi dari bulan ke,
857,nangkep fufufafa aja ga bisa sok klaim bjorka emang kocak polisi konoha,
858,1001 disini apa ada yang se apes om saya saldo di bank bri tiba² ngeambil,
859,bjorka ngakak disini bntr juga tampil lgi tu,
860,nah lohh klo tiba2 bjorka nongol lebih agresif yahhh diketawain dah polisi yg nangkep lu salah tangkep kaleee korban lagi,
861,banyak yg dipelihara di beberapa negara termasuk uae,
862,udah di bilang potong kepala nya klo mw reformasi polri,
863,emang suka aja bikin malu instansi nya,
864,apa yg bisa diharapkan dari ahh sudahlah wkwk,
865,cung pengguna whatsapp mod,
866,apa yg perlu di harapkan pada pemerintah,
867,malah nangkep bjirkon,
868,di indonesia apa pun tdk hargai dn lindungi cuma koruptor yang dan bina,
869,maluu gk tuhh polisi yg nangkep,
870,dari awal berita ini muncul saya tidak percaya kalau bjorka tertangkap,
871,daging semua isi nya mantep,
872,podcast ini dedy dengan atau siapakok fokus kamera lebih ke,
873,heran sama indonesia fokus banget ngurusin beginian terus kek keliatan aja bodohnya negara lain ke perekonomian dan polisi cyber yg hal begini karena orang seperti bjorka itu sebenarnya termasuk aset menyalah gunakan jika dia benar di indo tertangkap dengan cara menangkap maling nangkap mangsa yamakin terorganisir mainnya bakal ada kubu sudah bergerak tim ini susah buat siapa dalangnya apa lagi viral memungkinkan jadi ketangkap satu timnya backup akses akun darkwebnya itupun asli tapi yakin kemampuan sanggup gini bisa salah tangkap kan banyak juga kasus pertanyaannya lagian kenapa geger banger cracker jual beli data biasa luar negeri permainan mafia malu datanya ketahuan serta isi kebodohannya korupsi disini takut begitu yang dijual biasanya harga nya ga murah itulah kubilang hanya berstatus sosial ataupun keungan tinggi membeli menggunakannya bekerja memerlukan kalaupun mau cepat mengungkap harusnya bermain berkemampuan lebih asing berani membayar sesuai buronnya layak dihargai berapa mata kalau percaya it pemerintahan mah kaya dlu berbicara bahwa tidak applikasi akan membuat aplikasi setara kami mampu tpi nyatanya berhasil dibuat bug bermasalah server akhirnya mati tau namanya ya pinter lah sebuah diretas online bahkan secanggih apapun cukup nanganin gak usah terlalu ribut herannya sendiri nenggelamib berita lama malah nunjukin kekonyolannya makanya semua sekarang wna,
874,2 bulan yang lalu anak riau berhasil jebol nasa,
875,2 bulan yang lalu anak riau berhasil jebol nasa,
876,bjorka tolong foto lu mending di ganti bahlil biar makin susah telusuri,
877,keponakan yg smp aja ketawa lihat berita bjorka original ditangkap parcok 99persen yang sesuai dengan pesanan majikannya berani bayar tinggi jujur selalu tersingkir oleh atasannya krn ga bisa menghasilkan setoran dipelihara merekayasa dan ahli cari tertinggi diantara lainnya aman nyaman akan disingkirkan per wilayah,
878,keamanan dan kenyamanan selalu bertolak belakang there is no safe system in the world,
879,menangkap byorka harus yg benar bukan ngelawak begini katanya ditangkap ternyata masih bisa typing,
880,tangkap aja koruptor ngapain hacker,
881,emng uda sakit polisi kita akang penjual musang d bipng byorka,
882,gw malah dukung bjorka,
883,haha makin kelihatan enggak guna nya ini instansi,
884,bjorka termasuk kaya ceritanya film hacker benjamin,
885,polisi mah yang begini harusnya bisa kasus di aja bs didesain sedemikian rupa dalangnya juga aparat nya,
886,bjorka di depan layar komputer sambil ngopi dan nyengir,
887,,
888,om terlalu singkat ngobrolnya orang awam juga tau gimana kwalitas polisi indonesia,
889,pengalihan isu atau kena prank,
890,polisi ko dipercaya sumpah demi tuhan gw warga indonesia asli engga pernah percaya sama,
891,no sytem is safe,
892,kemaren saya coment di channel siapa ya kok lupa itu pasti bjorka palsu yang tangkap karena asli sangat jenius,
893,semua tau kalau mereka bloon sampai pucuk pimpinannya tapi bisa cari duit,
894,nangkep begalbandar judol aja sulit apalagi hacker,
895,gua yakin bjorka nonton podcast ini sambil ngopi ketawa polisi konoha gini amat yak,
896,mana ada bjorka ditangkap wkkwkwk dr dulu kubu geng sono aja kaga tangkap,
897,pokok nya bermula dari warnet wkwkwkkw,
898,polisi tugas nya nangkep salah benar yg penting udh kerja karna ada isu perlu di alihkan perampasan aset itu semoga gua komen begini gak tukang bakso kerumah,
899,anak muda berbakat di endonesa itu sebenarnya banyak kalau negara ini netral jabatanpekerjaan tanpa titipan semua bidang sektor pemerintahan diisi orang yang melek dibidangnya bukan karena apalagi partai awokawokawok,
900,rasa intrograsi,
901,yaaaaaaaahhhh gak jadi naik pangkat nihhh tertipu atau nipu sih,
902,bijorkqbitu dulunya kerja di bumn yang dapet project iktp,
903,obok polri wkwkwk lucu,
904,kesering becking mafia sih jadi tugas sebenrnya dimalesmalesin,
905,prabowo kdm kita perlu orang spt mereka hrs di fasilitasi bisa atau tidak harus dan siap,
906,lucu sih klo bener² salah tangkep parah,
907,wkwkwk segampang itu bjorka muncul d publik,
908,2025 masih percaya polisi,
909,bisa nya isilop kita salah tangkap malah yang ditangkap bjorka kw ujungnya data disebar sama asli,
910,pegi ja sampai skrang gk d tangkap,
911,menunjukkan kebodhan polisi itu sendiri,
912,,
913,masa nangkap yg kaya begitu namanya ahli pasti kalau jjl prevetjet bro,
914,sampai menit ke 2 kamera nya nyorot om deddy terus,
915,jujur saya tertarik dengan hacking setelah nonton video ini kemarin coba hack pencet link gajelas malah akhirnya acount kena gimana iniii,
916,5523 funfact ratarata pembuat apk mod adalah anakanak indonesia yang bkin apknya seperti whatsapp tiktok bahkan youtube pun ada,
917,makanya orang pinter itu dipake dimanfaatin ini malah ga orang2 yang dangkal ya sudah dikerjain,
918,dibantu malah dipenjara,
919,,
920,nyari sepeda hilang aja gak becus mau nangkep bjorka kan lawak,
921,bjorkabongkar semua kebusukan polri termul ke publikbiar rakyat tau,
922,dari cara ngomong ya dia so tau banget beda kaya aji yang ngaku hacker,
923,yang pernah pake wa mod kumpul sini,
924,kemaren gua liat bejorka lagi nyangkul sawah,
925,listyo yen nonton iso sadar ra ea,
926,info nya bangyang nggak a1mungkin,
927,banyak rakyat yg pinter jadi pemerintah dan intansi tertentu harus introspeksi,
928,anak yang punya kemampuan ini harus di ciptain lingkungan piara misal tes kerja diutamakan keterima,
929,nangkap maling motor aja gk pernah kenak,
930,plot twist ternyata bjorka adalah fufufafa,
931,kalo yang baru2 ini di anggap bjorka lalu bagaimana dengan penangkapan dilakukan kepada tukas es keliling apakah ada banyak,
932,semoga data pu4n bocor,
933,yah memang sdmnya segitu mereka umumnya sltpsederajat jadi harap maklum,
934,bjorka,
935,no system is safe,
936,parcok tu emang kerjanya kalau gk ngibul ya meres,
937,dan ternyata bjorka yg ngmg dipodcast ini,
938,memang seperti itu public sector goverment tidak adil swasta ketat tapi diatas banyak faktanya,
939,logika aja institusi plokis indonesia itu emmg lucu akal sehatnya entah kemana kenapa gitu loh maling motor dsb yg jelas keliatan dicctv gak bisa ketangkep apalagi ini hacker sekali tidak kelihatan dan bisanya ngaku udh berhasil menangkap,
940,wkwkwkw ketawa aja dah,
941,k,
942,bang teguh,
943,polisi kalau dapat info dari rakyat gak mungkin tau apa karena malascenderung mencarinuntung atau jika ada uang di kerjakan,
944,ahh se indonesia juga paham seperti apa kerja polisi kita dan kami sebagai masyarakat cuma bisa mengelus dada diujungnya akan tertawa terbahak bahak dengan semua dagelan ini,
945,om ded lu gak mau koment tp ketawa udah yg sadis,
946,2 kata yg paling gokil di podcast kali ini polisi lucu 0614 ga ada prestasi 1752,
947,klo saya jadi bjorka akan kuras uang para koruptor trus tranfer ke smw panti asuhan yg ada di indonesia,
948,bjorka lagi nonton ngakak sambil ngopi jago 8rb,
949,bs ga ngundang jim geovedi,
950,setelah melihat ini polri apa ga malu yakkv,
951,hahhaahaa polisi kocak blagu nngkap bjorka nangkap maling aja kadang dapet kagak,
952,,
953,polisi bjorka aja gua tangkep apalagi koruptor urus dulu noh data2 lu yg sebar tar nangis,
954,ngeri sedapyang paling akhir yg bikin ketawa elu sekarang kerja dimana ada lah,
955,yogya bukannya pekalongan atau ga samarinda,
956,wow sangat licin bjorka,
957,nangkep maling aja susah,
958,malu gak sih polisi kita msh pake third party trs kualitas cyber apa donk mereka ngapain aja di gedung bgs makan cateringan enak bisa sekolahin anak ln inggris lg mantap pantaslah ya judol ttp berkeliaran yeogah nangkep soale cuan gede tp otaknya ada masa bjorka salah malulah ck makin jeblok kinerjanya,
959,polisi cuma bisa setoran dan cari duit goblok,
960,012 hahahahahaha,
961,kek kenal suara ini,
962,udah tau negara kek gini knp ga di rombak saja ni,
963,titik rendah dari akal sehat manusia adalah percaya pada polisi dan pejabat negara,
964,bj_perempuan,
965,sejakzamanasokarnopemerintahyagitudoangkorupsimulu,
966,gua juga pernah retas web kepolisian daerah waktu masih smk udh bikin laporan ke kepolisiannya langsung lewat webnya ngga di gubris sampe sekarang lulus kuliah wkwk padahal disitu cantumin screenshoot bagian yang kena dari data ktp pegawainya warganya ada lengkap bisa disalahgunakan tapi yasudahlah penting udah berusaha terbaik 3001,
967,buahahahhaa bijimane cyber wercok mau bagus kbnyakan server instansi flat merah itu second dn asal jadi,
968,kalo polisi indo kerja sama dengan interpol atau fbimungkin masih ada yg percaya tapi sendiri nangkep,
969,polisi yang benar2 hadir untuk kepentingan masyarakat hanya ada dua hoegeng dan tidur selebihnya narsis doang itu mah,
970,polisi kerja ngga sih sbenernya,
971,ladusing maen asal selebrasi ajamalukan,
972,jadi inget pegi alias perong yg salah tangkap dan org ga ada sangkut pautnya smpai di tahan 1 bulan polisi bikin 3 sketsa buron kasus vina cirebon pakai gambar art akhirnya buronnya dikurangin bilang lebih lucu dari ovj jelas2 murni kecelakaan fitnah oleh sih aep sampe dipenjara padahal melalukan pembunuhan apa2 rekonstruksi pun mereka bingung krna melakukan tapi dipaksa bukan terpidana malah asal comot aja smpe mreka kebuang wktu banyak tanpa keluarga masa depan luar,
973,dan aku sangat setuju yakin kalau bjorka itu orang indonesia di tahun lalu kasus nya nyebar ransomware pemerintah harus bayar tiba2 dia bagi kunci enkripsi jarang nemu hacker yang masih nyimpan rasa kasihan kepada korban,
974,udah feeling banget pasti orang ini afal sama suaramya di menit pertama pun meskipun tutup²in,
975,plot twist nya ternyata om ded sedang podcast dengan biorka,
976,malu gak tu,
977,bjorka tolong balas kepalsuan ini bongkar semua bobrok polisi indonesia,
978,polisi itu agen nyawa dan perkara penjahat jd mereka membebaskan diri dari jalan uang udah tau pen tinggi bjorka ada kemungkinan anak nya pemainnya atau cina hitam yang di indonesia solusi ini reformasi polri merata kalian akan sendiri data kominfo yg jual lain juga hingga judol dll sekarang rpl rekayasa perangkat lunak,
979,bikit stater pack untuk esp 32 nya donggg,
980,2 kata lucu bjorka ketangkep,
981,ujungnya ganti polri kalo gak bejus tangani kasus ini di kadalin 1332,
982,mereka si coklat kan mayoritas gen boomer mana tau teknologi apalagi terkait cyber,
983,haahaahaa nangkap kasus vina aja salah orang apa lagi dengan iq200 sengguh memalukan,
984,dipikir² pejabat² kita bodoh²,
985,kalau di jogja taon 2000an ma gempar para carder om itu jebolin kartu kredit cvv dan lengkap data2 yg punya trus bagiin mirc chat dulu heheh jd kita bisa belanja online hacker n 62 terkenal,
986,waduh kenapa lu bang,
987,salah tangkap adalah semboyan kita,
988,polisi masuknya pake org dalam g latihan top ya gitu deh bobrok kayak beli barang berbobot aja,
989,terus yg di tangkep harusnya lepas dong,
990,klo uda tau byorka knp gak bilang polisi,
991,tangkap oknum2yang merugikan negara,
992,yaaaapemerintah mah kebanyakan gak nyari anakanak cerdas nyarinya yang bisa diatur,
993,long no se awal 2000 an hack in rekening luar buat buy item game just have fun 4,
994,serius mas deddy gk tau ada whatsapp mod,
995,kemaren dengan bangga polisi sebut tangkap byorka eh ternyata anak punk,
996,saya melihat podcast ini justru bukan seperti pada umumnya lebih ke introgasi gasih ada beberapa part si deddy memberikan pertanyaan2 yg sangat menjebak dengan tujuan menggali dan seolah2 memaksa mas teguh untuk bicara siapa itu bjorka sebenernya,
997,plot twist nya komunitas hacker indo lagi ngerjain pemerintah buat senangsenang aja wkwkwkw,
998,bjorka tolong klo emng slh tnfkp malukan lah,
999,blunder pihak ke polisian kwkkwkwkw,
1000,kata temen gwbjorka itu hengker termux,
1001,pok ici so soan lu ahh rakyat sudah muak,
1002,pemilik dan bandar judol aja dulu tangkep sok2 an nangkep bjorka,
1003,bjorkabojorkah yg bocor bukan hackernya tp pemerintah di bocorkan,
1004,kalo sya si 1000000000000000 gak percya itu bjorka mna bisa nangkap yg canggih dan keren gtu nangkep maling mtor aja pengalaman pernah nganterin temen ke polsek terdekat laporan krena hilang hilangnya di hari juga apa coba jawabannya simak ni jawaban dri oknum polisi tsb mkanya klo punya motor kunci ganda udh ya sudah surat kehilangan biaya admin 50ribu tuh jwabnnya smpe skrang 3 tahun lebih sama sekali ga ada kontek bahwa mtornya ktemu blm dia buat whai manusia sikat terus pkoknya soal mengenai pemerintah bner korup anda harus mudahhan baca coment jgn hack orang menengah bawah dll jdi lah hacker pahlawan anjay,
1005,ah sok toy tuh narsum nya gw email minta tolong boro2 di bls,
1006,di menit 4337 kekk ny om dedd perlu minum dulu gk sihhmacam fokuss,
1007,mungkin kalo ini taun 87 orang bisa percaya,
1008,ternyata indonesia sedang tidak baikbaik sajasampai byorka mau di tangkap apa urusannya ada inihow koru kah,
1009,ladusing sok jago,
1010,saya aja org awam jelas nggak percaya kalau biorka ditangkap apalagi anak sd ketawa parah toll nya,
1011,ngeri ngeriii hiburan ank hecker nertawaain kerja polisi,
1012,pengalihan isu,
1013,suka mnit ke 17 46 57,
1014,kalo urusan polisi pasti dedy demen banget gorengnya giliran buriknya tni aja gak dibahas,
1015,biar gimanapun pln berkuasa kalo ga ada listrik apa yang dihek selamat untuk anda diatas,
1016,abis nonton ini langsung bisa nyimpulin sendiri bahwa negara indonesia instansi bobroknya bukan main hahaha gws ku,
1017,nangkep copet psar aja kagak bisa apa lagi nangkap bjorka ngapusiiiii,
1018,kalau salah tangkap di penjarakan apa polisi yang menangkapnya juga wajib ya sepertinya pencemaran nama baik bagi,
1019,buat sendiri selesaiin dapet prestasi,
1020,kenapa it di indonesia tidak perhatikan pemerintah 1 fokus masih ke infrastruktur fisik 2 kurangnya sdm dan ekosistem teknologi 3 anggaran kebijakan yang terintegrasi 4 pemahaman pejabat tentang nilai strategis 5 budaya birokrasi lambat beradaptasi 6 kesenjangan digital antarwilayah,
1021,cuman karena pengen dapet jabatan sampe segitunya menangkap orang yang tidak bersalah,
1022,1749 pedes banget bang,
1023,tau kan knpa negri kita sulit buat jd negara maju wkwkwkw,
1024,instansi tlol emang,
1025,kerjaan yg udah di depan mata aja males kerjain harus sogok dulu apalagi ini nyariin hacker yakalii,
1026,lucu sekali masa duit hasil jual data penduduk ke deepweb scarfdan lainya ga kebeli skincareminimal outfit bagus sama hidden places buat anti detach kaya bunker,
1027,polisi itu emg gk pecus kerjaselain minta2 duit di pinggir jalan,
1028,narsum nya just have a knowledge mengenai ilmu cybersec ajnothing more,
1029,anak cucu sy haramkan jadi polisi mau jadikan profesimau bergaulmau bertetangga dst,
1030,udah nga aneh,
1031,maklum lulusan sma mana bisa nangkep,
1032,abang ini masak gak ngerti bjorka itu siapa,
1033,polisi goblok kasus vina cirebon aja salah tangkap apa lgi ini hacker,
1034,anggap aja ini hiburan kelas bang,
1035,oh ini bng teguh aprianto cyber indonesia,
1036,polisi rada bego om ded,
1037,gara2 dia bikin akun dengan nama bjorka maka polisi menuduh asli gua ketawa mendengar keterangan ini,
1038,ending dia sndiri rupa nya bjorka,
1039,syarat jadi polisi itu kan ga perlu pinter,
1040,indonesia uda punya itu alat buatan israel camkan guys wkwkwkwkwkwkwkwkwkwkwkkw,
1041,udh ada yg lebih upgrade dari pegasus blom,
1042,lucu nya lagi ada media besar ternama indonesia caption admin brjoka di tangkap polisi akun yang gunakan beberapa nama opposite6890 sebut langsung opposite bikin postingan dan men tag tersebut lalu muncul terbaru ramai x bahwa bjorka masih yg gua ketawa komentar netizen macem2 komen biar terlihat kerja hebat bagi saya jika berhasil para mafia reza chalid baru joss,
1043,nah itu bjorka yg podcast sama om dedpercaya ngga haha,
1044,dari jakarta channel yang sangat berguna ditunggu tunggu uploadnya,
1045,wa modgbwa,
1046,mau naik pangket ni ye polisi,
1047,intinya kalo ada penangkapan dari ytta tpi salah orang itu hanyalah menghilangkan isu² yg skrng udh lama ga di up² lgi,
1048,polisi lebih lucu dari komika ternyata hahaha,
1049,itu biasa dilakukan sbg prestasi untuk naik pangkat,
1050,bntu suarakan rakyat kecil om yg selalu tertindas,
1051,seperti yg dibilang mz teguh hya drama krna mereka ngk pya prestasi sama sex,
1052,suaranya kenal,
1053,judol woi urus,
1054,bang lu mirip tank davis,
1055,bjorka lagi bkin strategi,
1056,cara baca bjorka gimana sih yorka,
1057,siapa disini yang dulu demen nge deface website,
1058,sodaranya bjirka kah wkkw,
1059,dia tau tapi diam,
1060,3730 langsung inti podcast,
1061,mabes polri yang mana tingkat keamanan untuk negara bisa di mainin sama satu orang sekocak ini kah polisi kita anggaran gede jumlah anggota banyak tapi tiap kasus kek kagak pada paham cara nangkeup yg bener nya,
1062,tujuan polisi up bjorka adalah menarik isu baru untuk menutupi kasus lainseperti reformasi polrimaka polri menaikkan lain,
1063,jgnkan nangkep bjorka maling aje masih salah tangkep gimana krelibilitas gak di bilang bego tuh mereka,
1064,om serlang sd aja dah pljran koding kox,
1065,mending bubar lu pol,
1066,masih percaya polisi di 2025 kasian banget wkwk case ini semakin menjelaskan tuh duh makin kesini memalukan,
1067,aku ingin komentar emang segoblok itu polisi kita secara lho institusi paling banyak ngabisin anggaran negara kerennn,
1068,1745 penilaian jujur,
1069,bjorka bio hazard erika menace to sobriety eric caution syndicate wars legend of zelda blabla blibli blublu di bleble bloblo,
1070,kalau d indonesia mah hacker tuh tangkepin tpi di negara lain lindungikarena jarang org yg bisa nge hackermalahan pasti fasilitasi ama pemerintahan nyakalau indo beda malah tangkepinmakan nya banyak menyalah gunakan kemampuan nyakarena ketidak puasan terhadap pemerintah,
1071,,
1072,pengalihan isu jokowi prabowo gibran atau menutupi kasus lain kan tai indonesia yak sekarang,
1073,aow p polisi tertipu,
1074,hadeuh polisi 62 krj nya apaanky bgini aja kewalahan,
1075,tukang sadap hp lwat wa nyolongan buat dijual komuniti engineer vendor proyek tujuan momopoli bejorka klo versi tradisional hacker jin dukun da di semua agamis nyolong mempertahankan status orkay menangan bejorkun,
1076,1750 sindiran keras wkwkw,
1077,10 tahun revolusi mental pemerintah hasilnya apa orang kalo udh biasa jorok yaa di tempatin mana aja tetep bakalan jorokjustru akan aneh buat mereka hidup tempat yg bersih emang paling bener bubarin baru lagi dr 0sapu sebagus apapun gakan berguna sama org bodohbukan nyapu malah mukul,
1078,ini baik untuk bjorka kerna bisa bikin nama baruwkwkwk,
1079,polri hebatttt luar biasa klarifikasi lagi nicepe deh,
1080,dari bicara abang ini sangat hati2 dalam berbicara takut salah jawab dan terlalu banyak ilmunya tentang hack sepertinya,
1081,biar tambah turun intansinya ya wkwk,
1082,menit ke 46 fufufifa detected,
1083,bjirrrkaa yg di tangkep kerjaan nya emg ngawurr asal ajhh demi pngin sanjung blng krja,
1084,pengalihan isu biar pertama terlupakan,
1085,kualitas polriintelizen konoha _hanya mampu melakukan jumantik memberantas jentik nyamuk selebihnya cari cuan laah_ apasih bukti keberhasilan polri preeettt,
1086,justru buat polisi mikircyber mereka lemah,
1087,hai,
1088,polisi pikir rakyat bodoh hahahhah memalukan sekali,
1089,gegabah sih,
1090,gw yakin bjorka nonton vid ini sambil makan indomie,
1091,mungkin aja ya ini yg ditangkep ngaku bjorka tuh paling dia buat pancingan biar si asli munculini menurut gua siimon maap sekali lagi nbbtw akun istri yatpi ngetik,
1092,jangan biorka nonton podcast ini,
1093,no toxic,
1094,udh tau lemah pemerintah malah sok2an mau bikin sertifikat tanah elektronik gawat,
1095,gila sih 𝕋𝕂ℙ𝟛𝟘𝟛 udah kayak fenomena baru,
1096,𝕋𝕂ℙ𝟛𝟘𝟛 makin hari rame aja respect,
1097,,
1098,kacau kalau polici dikadali bojorcawkwkw,
1099,anak punk,
1100,nih 𝕋𝕂ℙ𝟛𝟘𝟛 benerbener bikin penasaran,
1101,tiap liat komen ada aja yang bahas 𝕋𝕂ℙ𝟛𝟘𝟛 parah,
1102,yang tau 𝕋𝕂ℙ𝟛𝟘𝟛 pasti ngerti hypenya kenapa tinggi,
1103,ah mana mungkin polisi nangkep bjorka wong bandar judol di rugikan aja malah yg onoh jdi tersangka gara2 merugikan itupun udah jelas org nya tpi dapat pembelaan katanya mau berantas omon,
1104,cuma mau bilang 𝕋𝕂ℙ𝟛𝟘𝟛 emang beda kelas,
1105,baru tau 𝕋𝕂ℙ𝟛𝟘𝟛 segini rame ternyata worth it,
1106,kurang kerjaan nangkap bjorka mau semakin di musuhi rakyat lebih pro dengan dan damkar ketimbang plisi,
1107,hahahaha gada prestasi,
1108,orang kalimantan yang disebut itu satu daerah sama ane dan sebab mereka punya kemampuan tidak pernah difasilitasi negara,
1109,nangkep bandar judol aja gk mampu gaya2an bisa bjorka,
1110,wakakakaka dari dulu jawara hacker jogja tahun 95sampai sekarang,
1111,polisi itu emang gak tau malu ya di lapangan gk dunia hacker jadi lelucon,
1112,bjorka kenapa kamu nggak buka data polri yg berteman dg mafia²,
1113,lawakk polisi,
1114,nangkep maling aja ga bener sok sokan nangkap hacker jir wkwkwk,
1115,poleseh cocok jadi pelawak yang serius kwkkwkwkwkw,
1116,izin om gw jg ahli it yg sdh beberapa x memantau pergerakan bjorka ini termasuk ganas sih percaya di tangkap bukan dia kayak hantu sumbunyi nya balik bayangan sendiri bahasa awamnya seperti itu,
1117,dari dulu salah tangkep mulu ini instansi mending main robot2an gk sih,
1118,bjorka bjirrrka,
1119,penyidiknya belum nyampe,
1120,wkwkwk deddy nyindir fufufafa gak perlu hacker utk menyatakan dia bodoh,
1121,biar keliatan kerja ada hasil jadi laporan spj dana operasional aman gtu loh,
1122,pake ht biar ga di retas,
1123,orang bodoh itu ketika mempercayai sesat indo pinter jadi tidak percaya tau kan yang siapa,
1124,kocak temen gw itu bjorka ngakak denegrnya ini cowo di luarnegrii coy,
1125,jawabanya loh anak punk ngakak polisinya kena prank wkwkw,
1126,polisi salah nagkap orang yang di salahin jokowi,
1127,nangkep bandar judol aja susah masih bnyk keliaran di kolom komen,
1128,jangankan hackeryang jelas2 bandar judol lapor kerugian aja gak di tangkephehhee,
1129,eu sei onde bjorka está,
1130,ilmu lebih berharga dari pada uang mengajarkan adalah salah satu amal yg tidak terputus pengajar baik menghasilkan murid suhu angkatlah aku jadi muridmu begitulah kira kirahijihihi,
1131,parcok hanya ada di negri dongeng jangankan biorka yang sekilnya tingkat dewa mau tangkap silvester aja mata kelabakan betul2 ladusing film india,
1132,jadi inget zaman nonton bob dulu,
1133,bener harus di encrypt,
1134,akhirnya podcast om ded mencapai 2kvideo,
1135,polisi modal scroll2 daong,
1136,ladusing salah tangkap kebanggan rakyat kebanggaan jendral,
1137,bjorka emang salah apa dia cm memebrikan fakta ke rakyat klo penerintah slama ini dna bnyk merugikan,
1138,bjorka emang salah apa dia cm memebrikan fakta ke rakyat klo penerintah slama ini dna bnyk merugikan,
1139,kurang dari 24 jam penontonya udah 17 juta,
1140,aku sih cukup kasih senyuman aja karena hal kaya gini kan udah umum sejak zaman dulu,
1141,paling viral 2025 emang dipegang 𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵 kebanyakan dari kami dapat cuuan gede,
1142,ganti pemimpin om ded di polisi,
1143,ganyampe aja bang pemikiran orangorang atas mah,
1144,tadinya kirain cemen stand up comedy indonesia itu wkwkwk,
1145,jadi semoga kalian paham apa kinerja ormas itu,
1146,lawakan apa lagi hadehhh,
1147,pengalihan isu ijasah palsu,
1148,bang belajar ginian dichanel apa,
1149,berharap ap seeeh kalian sama polisi wkwkwwkwk,
1150,malu gk lu polisi,
1151,polisi emg suka ngelawak,
1152,polisi bikin malu indonesia aja,
1153,polisinya suruh sekolah dulu,
1154,kyk film accountant yg jadi adeknya ben affleck hacker anak berkebutuhan khusus autis dan keren tonton deh filmnya,
1155,plotwisnya dia bjorka,
1156,pengalihan isu doang ituj bjorka kw,
1157,plot twisnya beliau sendiri bjorkanya,
1158,itulah ketololan pemerintah indonesia,
1159,bjorka dia bukan legend tapi cuma gimmick anonim saja saat muncul ada yang claim nangkep saya auto gak percaya kalau mau sebaiknya tanyakan bapak ngelahirin yaitu budie arie mantan komdigi,
1160,kenapa gak sama pacekomputer aja heheh,
1161,nangkep siapa maling aja ketangkep warga suruh lepas,
1162,polisi bisa nangkep hacker zonk rekayasa kasus yoiiiii,
1163,hanya menutupi malu aja itu,
1164,wkwkwkwkw,
1165,polisi terinspirasi dr kasus salah tangkapnya pegi vina yg penting cepattpi tdk tepat,
1166,hidup pegasus terkutuklah koruptor,
1167,kasuss apa yang sedang ditutupi pemerintah,
1168,siapa setuju polisi saiber di pecat dan gaji mereka beri pada heker terbaik bangsa kan lebih berguna hemat untuk apa memelihara orang yang cum liat komputer menunggu ada laporan saja terus salah tangkap,
1169,abang teguh ngunyah ap sih tiap ngomong penasaran gue,
1170,percaya akun atas nma bjorka sbodoh itu kh,
1171,apakah bjiorka itu merugikan masyrakat indonesia,
1172,polisi mah aib maaf ya,
